"","state","sex","age","race","party","n"
"3479","NC","Male","35-44","Other","Other",23027
"3480","NC","Male","35-44","Other","Republican",12580
"3481","NC","Male","45-54","Black","Democratic",87584
"3482","NC","Male","45-54","Black","Other",17935
"3483","NC","Male","45-54","Black","Republican",3737
"3484","NC","Male","45-54","Non-Hispanic White","Democratic",65990
"3485","NC","Male","45-54","Non-Hispanic White","Other",107736
"3486","NC","Male","45-54","Non-Hispanic White","Republican",166871
"3487","NC","Male","45-54","Other","Democratic",15957
"3488","NC","Male","45-54","Other","Other",21275
"3489","NC","Male","45-54","Other","Republican",16532
"3490","NC","Male","55-64","Black","Democratic",85723
"3491","NC","Male","55-64","Black","Other",12281
"3492","NC","Male","55-64","Black","Republican",3416
"3493","NC","Male","55-64","Non-Hispanic White","Democratic",89359
"3494","NC","Male","55-64","Non-Hispanic White","Other",96446
"3495","NC","Male","55-64","Non-Hispanic White","Republican",162905
"3496","NC","Male","55-64","Other","Democratic",14391
"3497","NC","Male","55-64","Other","Other",15043
"3498","NC","Male","55-64","Other","Republican",13983
"3499","NC","Male","<25","Black","Democratic",50254
"3500","NC","Male","<25","Black","Other",26238
"3501","NC","Male","<25","Black","Republican",2957
"3502","NC","Male","<25","Non-Hispanic White","Democratic",22642
"3503","NC","Male","<25","Non-Hispanic White","Other",79339
"3504","NC","Male","<25","Non-Hispanic White","Republican",63231
"3505","NC","Male","<25","Other","Democratic",13518
"3506","NC","Male","<25","Other","Other",27250
"3507","NC","Male","<25","Other","Republican",10126
"3508","NC","Male",">65","Black","Democratic",81147
"3509","NC","Male",">65","Black","Other",7374
"3510","NC","Male",">65","Black","Republican",2776
"3511","NC","Male",">65","Non-Hispanic White","Democratic",149856
"3512","NC","Male",">65","Non-Hispanic White","Other",115705
"3513","NC","Male",">65","Non-Hispanic White","Republican",195719
"3514","NC","Male",">65","Other","Democratic",16607
"3515","NC","Male",">65","Other","Other",14303
"3516","NC","Male",">65","Other","Republican",14281
"3517","ND","Female","25-34","Black","Democratic",19
"3518","ND","Female","25-34","Black","Republican",1
"3519","ND","Female","25-34","Non-Hispanic White","Democratic",3133
"3520","ND","Female","25-34","Non-Hispanic White","Other",4045
"3521","ND","Female","25-34","Non-Hispanic White","Republican",3400
"3522","ND","Female","25-34","Other","Democratic",988
"3523","ND","Female","25-34","Other","Other",1002
"3524","ND","Female","25-34","Other","Republican",854
"3525","ND","Female","35-44","Black","Democratic",66
"3526","ND","Female","35-44","Non-Hispanic White","Democratic",9354
"3527","ND","Female","35-44","Non-Hispanic White","Other",14594
"3528","ND","Female","35-44","Non-Hispanic White","Republican",9881
"3529","ND","Female","35-44","Other","Democratic",3457
"3530","ND","Female","35-44","Other","Other",3772
"3531","ND","Female","35-44","Other","Republican",2208
"3532","ND","Female","45-54","Black","Democratic",14
"3533","ND","Female","45-54","Non-Hispanic White","Democratic",5616
"3534","ND","Female","45-54","Non-Hispanic White","Other",3788
"3535","ND","Female","45-54","Non-Hispanic White","Republican",11723
"3536","ND","Female","45-54","Other","Democratic",1632
"3537","ND","Female","45-54","Other","Other",866
"3538","ND","Female","45-54","Other","Republican",2419
"3539","ND","Female","55-64","Black","Democratic",18
"3540","ND","Female","55-64","Non-Hispanic White","Democratic",7740
"3541","ND","Female","55-64","Non-Hispanic White","Other",4605
"3542","ND","Female","55-64","Non-Hispanic White","Republican",15953
"3543","ND","Female","55-64","Other","Democratic",1974
"3544","ND","Female","55-64","Other","Other",1037
"3545","ND","Female","55-64","Other","Republican",3368
"3546","ND","Female","<25","Black","Democratic",2
"3547","ND","Female","<25","Non-Hispanic White","Democratic",935
"3548","ND","Female","<25","Non-Hispanic White","Other",646
"3549","ND","Female","<25","Non-Hispanic White","Republican",1146
"3550","ND","Female","<25","Other","Democratic",330
"3551","ND","Female","<25","Other","Other",189
"3552","ND","Female","<25","Other","Republican",342
"3553","ND","Female",">65","Black","Democratic",20
"3554","ND","Female",">65","Black","Republican",1
"3555","ND","Female",">65","Non-Hispanic White","Democratic",8121
"3556","ND","Female",">65","Non-Hispanic White","Other",5007
"3557","ND","Female",">65","Non-Hispanic White","Republican",23919
"3558","ND","Female",">65","Other","Democratic",2178
"3559","ND","Female",">65","Other","Other",997
"3560","ND","Female",">65","Other","Republican",4938
"3561","ND","Male","25-34","Black","Democratic",13
"3562","ND","Male","25-34","Non-Hispanic White","Democratic",2493
"3563","ND","Male","25-34","Non-Hispanic White","Other",4209
"3564","ND","Male","25-34","Non-Hispanic White","Republican",3348
"3565","ND","Male","25-34","Other","Democratic",711
"3566","ND","Male","25-34","Other","Other",990
"3567","ND","Male","25-34","Other","Republican",760
"3568","ND","Male","35-44","Black","Democratic",72
"3569","ND","Male","35-44","Black","Republican",3
"3570","ND","Male","35-44","Non-Hispanic White","Democratic",6876
"3571","ND","Male","35-44","Non-Hispanic White","Other",15595
"3572","ND","Male","35-44","Non-Hispanic White","Republican",9644
"3573","ND","Male","35-44","Other","Democratic",2097
"3574","ND","Male","35-44","Other","Other",4144
"3575","ND","Male","35-44","Other","Republican",2026
"3576","ND","Male","45-54","Black","Democratic",13
"3577","ND","Male","45-54","Non-Hispanic White","Democratic",4849
"3578","ND","Male","45-54","Non-Hispanic White","Other",3526
"3579","ND","Male","45-54","Non-Hispanic White","Republican",12203
"3580","ND","Male","45-54","Other","Democratic",1273
"3581","ND","Male","45-54","Other","Other",840
"3582","ND","Male","45-54","Other","Republican",2558
"3583","ND","Male","55-64","Black","Democratic",20
"3584","ND","Male","55-64","Black","Republican",2
"3585","ND","Male","55-64","Non-Hispanic White","Democratic",6134
"3586","ND","Male","55-64","Non-Hispanic White","Other",3988
"3587","ND","Male","55-64","Non-Hispanic White","Republican",16924
"3588","ND","Male","55-64","Other","Democratic",1443
"3589","ND","Male","55-64","Other","Other",895
"3590","ND","Male","55-64","Other","Republican",3629
"3591","ND","Male","<25","Black","Democratic",2
"3592","ND","Male","<25","Non-Hispanic White","Democratic",694
"3593","ND","Male","<25","Non-Hispanic White","Other",638
"3594","ND","Male","<25","Non-Hispanic White","Republican",1120
"3595","ND","Male","<25","Other","Democratic",206
"3596","ND","Male","<25","Other","Other",171
"3597","ND","Male","<25","Other","Republican",315
"3598","ND","Male",">65","Black","Democratic",16
"3599","ND","Male",">65","Black","Republican",3
"3600","ND","Male",">65","Non-Hispanic White","Democratic",6129
"3601","ND","Male",">65","Non-Hispanic White","Other",2080
"3602","ND","Male",">65","Non-Hispanic White","Republican",25076
"3603","ND","Male",">65","Other","Democratic",1405
"3604","ND","Male",">65","Other","Other",516
"3605","ND","Male",">65","Other","Republican",5187
"3606","OH","Female","25-34","Black","Democratic",24925
"3607","OH","Female","25-34","Black","Other",42106
"3608","OH","Female","25-34","Black","Republican",830
"3609","OH","Female","25-34","Non-Hispanic White","Democratic",86054
"3610","OH","Female","25-34","Non-Hispanic White","Other",235829
"3611","OH","Female","25-34","Non-Hispanic White","Republican",87464
"3612","OH","Female","25-34","Other","Democratic",21618
"3613","OH","Female","25-34","Other","Other",59260
"3614","OH","Female","25-34","Other","Republican",16748
"3615","OH","Female","35-44","Black","Democratic",30569
"3616","OH","Female","35-44","Black","Other",25735
"3617","OH","Female","35-44","Black","Republican",959
"3618","OH","Female","35-44","Non-Hispanic White","Democratic",106521
"3619","OH","Female","35-44","Non-Hispanic White","Other",166080
"3620","OH","Female","35-44","Non-Hispanic White","Republican",128196
"3621","OH","Female","35-44","Other","Democratic",23709
"3622","OH","Female","35-44","Other","Other",40216
"3623","OH","Female","35-44","Other","Republican",22278
"3624","OH","Female","45-54","Black","Democratic",37592
"3625","OH","Female","45-54","Black","Other",19253
"3626","OH","Female","45-54","Black","Republican",1850
"3627","OH","Female","45-54","Non-Hispanic White","Democratic",137425
"3628","OH","Female","45-54","Non-Hispanic White","Other",140964
"3629","OH","Female","45-54","Non-Hispanic White","Republican",203870
"3630","OH","Female","45-54","Other","Democratic",28723
"3631","OH","Female","45-54","Other","Other",31053
"3632","OH","Female","45-54","Other","Republican",33671
"3633","OH","Female","55-64","Black","Democratic",47043
"3634","OH","Female","55-64","Black","Other",14826
"3635","OH","Female","55-64","Black","Republican",2990
"3636","OH","Female","55-64","Non-Hispanic White","Democratic",176241
"3637","OH","Female","55-64","Non-Hispanic White","Other",112255
"3638","OH","Female","55-64","Non-Hispanic White","Republican",243397
"3639","OH","Female","55-64","Other","Democratic",34619
"3640","OH","Female","55-64","Other","Other",22374
"3641","OH","Female","55-64","Other","Republican",38512
"3642","OH","Female","<25","Black","Democratic",7052
"3643","OH","Female","<25","Black","Other",29068
"3644","OH","Female","<25","Black","Republican",247
"3645","OH","Female","<25","Non-Hispanic White","Democratic",29987
"3646","OH","Female","<25","Non-Hispanic White","Other",177208
"3647","OH","Female","<25","Non-Hispanic White","Republican",33379
"3648","OH","Female","<25","Other","Democratic",8897
"3649","OH","Female","<25","Other","Other",47543
"3650","OH","Female","<25","Other","Republican",6760
"3651","OH","Female",">65","Black","Democratic",58252
"3652","OH","Female",">65","Black","Other",9165
"3653","OH","Female",">65","Black","Republican",3923
"3654","OH","Female",">65","Non-Hispanic White","Democratic",250476
"3655","OH","Female",">65","Non-Hispanic White","Other",103359
"3656","OH","Female",">65","Non-Hispanic White","Republican",340429
"3657","OH","Female",">65","Other","Democratic",49622
"3658","OH","Female",">65","Other","Other",20941
"3659","OH","Female",">65","Other","Republican",51522
"3660","OH","Male","25-34","Black","Democratic",13777
"3661","OH","Male","25-34","Black","Other",39940
"3662","OH","Male","25-34","Black","Republican",836
"3663","OH","Male","25-34","Non-Hispanic White","Democratic",70691
"3664","OH","Male","25-34","Non-Hispanic White","Other",239658
"3665","OH","Male","25-34","Non-Hispanic White","Republican",91837
"3666","OH","Male","25-34","Other","Democratic",16971
"3667","OH","Male","25-34","Other","Other",58146
"3668","OH","Male","25-34","Other","Republican",16611
"3669","OH","Male","35-44","Black","Democratic",15495
"3670","OH","Male","35-44","Black","Other",26362
"3671","OH","Male","35-44","Black","Republican",793
"3672","OH","Male","35-44","Non-Hispanic White","Democratic",75349
"3673","OH","Male","35-44","Non-Hispanic White","Other",169056
"3674","OH","Male","35-44","Non-Hispanic White","Republican",127802
"3675","OH","Male","35-44","Other","Democratic",16784
"3676","OH","Male","35-44","Other","Other",39895
"3677","OH","Male","35-44","Other","Republican",21328
"3678","OH","Male","45-54","Black","Democratic",22011
"3679","OH","Male","45-54","Black","Other",22755
"3680","OH","Male","45-54","Black","Republican",1733
"3681","OH","Male","45-54","Non-Hispanic White","Democratic",95705
"3682","OH","Male","45-54","Non-Hispanic White","Other",147089
"3683","OH","Male","45-54","Non-Hispanic White","Republican",204968
"3684","OH","Male","45-54","Other","Democratic",20392
"3685","OH","Male","45-54","Other","Other",32692
"3686","OH","Male","45-54","Other","Republican",34086
"3687","OH","Male","55-64","Black","Democratic",29401
"3688","OH","Male","55-64","Black","Other",17984
"3689","OH","Male","55-64","Black","Republican",2816
"3690","OH","Male","55-64","Non-Hispanic White","Democratic",126384
"3691","OH","Male","55-64","Non-Hispanic White","Other",112718
"3692","OH","Male","55-64","Non-Hispanic White","Republican",245445
"3693","OH","Male","55-64","Other","Democratic",26460
"3694","OH","Male","55-64","Other","Other",23400
"3695","OH","Male","55-64","Other","Republican",40177
"3696","OH","Male","<25","Black","Democratic",4733
"3697","OH","Male","<25","Black","Other",27937
"3698","OH","Male","<25","Black","Republican",234
"3699","OH","Male","<25","Non-Hispanic White","Democratic",26345
"3700","OH","Male","<25","Non-Hispanic White","Other",189204
"3701","OH","Male","<25","Non-Hispanic White","Republican",41015
"3702","OH","Male","<25","Other","Democratic",7401
"3703","OH","Male","<25","Other","Other",49144
"3704","OH","Male","<25","Other","Republican",7915
"3705","OH","Male",">65","Black","Democratic",34424
"3706","OH","Male",">65","Black","Other",8593
"3707","OH","Male",">65","Black","Republican",3468
"3708","OH","Male",">65","Non-Hispanic White","Democratic",173082
"3709","OH","Male",">65","Non-Hispanic White","Other",78067
"3710","OH","Male",">65","Non-Hispanic White","Republican",303708
"3711","OH","Male",">65","Other","Democratic",35545
"3712","OH","Male",">65","Other","Other",17335
"3713","OH","Male",">65","Other","Republican",47847
"3714","OK","Female","25-34","Black","Democratic",8137
"3715","OK","Female","25-34","Black","Other",1193
"3716","OK","Female","25-34","Black","Republican",246
"3717","OK","Female","25-34","Non-Hispanic White","Democratic",33462
"3718","OK","Female","25-34","Non-Hispanic White","Other",22527
"3719","OK","Female","25-34","Non-Hispanic White","Republican",45586
"3720","OK","Female","25-34","Other","Democratic",9001
"3721","OK","Female","25-34","Other","Other",6661
"3722","OK","Female","25-34","Other","Republican",7792
"3723","OK","Female","35-44","Black","Democratic",7552
"3724","OK","Female","35-44","Black","Other",760
"3725","OK","Female","35-44","Black","Republican",241
"3726","OK","Female","35-44","Non-Hispanic White","Democratic",36774
"3727","OK","Female","35-44","Non-Hispanic White","Other",16992
"3728","OK","Female","35-44","Non-Hispanic White","Republican",48886
"3729","OK","Female","35-44","Other","Democratic",7515
"3730","OK","Female","35-44","Other","Other",4496
"3731","OK","Female","35-44","Other","Republican",7401
"3732","OK","Female","45-54","Black","Democratic",7720
"3733","OK","Female","45-54","Black","Other",407
"3734","OK","Female","45-54","Black","Republican",241
"3735","OK","Female","45-54","Non-Hispanic White","Democratic",45794
"3736","OK","Female","45-54","Non-Hispanic White","Other",13089
"3737","OK","Female","45-54","Non-Hispanic White","Republican",62535
