"","sex","age","race","party","district","state","n"
"28401","Female","55-64","Black","Republican",NA,"NY",1
"28402","Female","55-64","Non-Hispanic White","Democratic",1,"NY",10247
"28403","Female","55-64","Non-Hispanic White","Democratic",2,"NY",8834
"28404","Female","55-64","Non-Hispanic White","Democratic",3,"NY",11603
"28405","Female","55-64","Non-Hispanic White","Democratic",4,"NY",9480
"28406","Female","55-64","Non-Hispanic White","Democratic",5,"NY",3891
"28407","Female","55-64","Non-Hispanic White","Democratic",6,"NY",6972
"28408","Female","55-64","Non-Hispanic White","Democratic",7,"NY",5155
"28409","Female","55-64","Non-Hispanic White","Democratic",8,"NY",3850
"28410","Female","55-64","Non-Hispanic White","Democratic",9,"NY",5385
"28411","Female","55-64","Non-Hispanic White","Democratic",10,"NY",11825
"28412","Female","55-64","Non-Hispanic White","Democratic",11,"NY",9738
"28413","Female","55-64","Non-Hispanic White","Democratic",12,"NY",11277
"28414","Female","55-64","Non-Hispanic White","Democratic",13,"NY",4804
"28415","Female","55-64","Non-Hispanic White","Democratic",14,"NY",5011
"28416","Female","55-64","Non-Hispanic White","Democratic",15,"NY",2653
"28417","Female","55-64","Non-Hispanic White","Democratic",16,"NY",8327
"28418","Female","55-64","Non-Hispanic White","Democratic",17,"NY",11762
"28419","Female","55-64","Non-Hispanic White","Democratic",18,"NY",10976
"28420","Female","55-64","Non-Hispanic White","Democratic",19,"NY",12727
"28421","Female","55-64","Non-Hispanic White","Democratic",20,"NY",14677
"28422","Female","55-64","Non-Hispanic White","Democratic",21,"NY",11794
"28423","Female","55-64","Non-Hispanic White","Democratic",22,"NY",11883
"28424","Female","55-64","Non-Hispanic White","Democratic",23,"NY",12735
"28425","Female","55-64","Non-Hispanic White","Democratic",24,"NY",12243
"28426","Female","55-64","Non-Hispanic White","Democratic",25,"NY",11788
"28427","Female","55-64","Non-Hispanic White","Democratic",26,"NY",15911
"28428","Female","55-64","Non-Hispanic White","Democratic",27,"NY",14621
"28429","Female","55-64","Non-Hispanic White","Democratic",NA,"NY",43
"28430","Female","55-64","Non-Hispanic White","Other",1,"NY",11074
"28431","Female","55-64","Non-Hispanic White","Other",2,"NY",8585
"28432","Female","55-64","Non-Hispanic White","Other",3,"NY",8140
"28433","Female","55-64","Non-Hispanic White","Other",4,"NY",6419
"28434","Female","55-64","Non-Hispanic White","Other",5,"NY",1221
"28435","Female","55-64","Non-Hispanic White","Other",6,"NY",2469
"28436","Female","55-64","Non-Hispanic White","Other",7,"NY",1155
"28437","Female","55-64","Non-Hispanic White","Other",8,"NY",1081
"28438","Female","55-64","Non-Hispanic White","Other",9,"NY",1146
"28439","Female","55-64","Non-Hispanic White","Other",10,"NY",2728
"28440","Female","55-64","Non-Hispanic White","Other",11,"NY",4226
"28441","Female","55-64","Non-Hispanic White","Other",12,"NY",3590
"28442","Female","55-64","Non-Hispanic White","Other",13,"NY",1005
"28443","Female","55-64","Non-Hispanic White","Other",14,"NY",1668
"28444","Female","55-64","Non-Hispanic White","Other",15,"NY",713
"28445","Female","55-64","Non-Hispanic White","Other",16,"NY",3856
"28446","Female","55-64","Non-Hispanic White","Other",17,"NY",7366
"28447","Female","55-64","Non-Hispanic White","Other",18,"NY",9259
"28448","Female","55-64","Non-Hispanic White","Other",19,"NY",12312
"28449","Female","55-64","Non-Hispanic White","Other",20,"NY",10263
"28450","Female","55-64","Non-Hispanic White","Other",21,"NY",8854
"28451","Female","55-64","Non-Hispanic White","Other",22,"NY",8329
"28452","Female","55-64","Non-Hispanic White","Other",23,"NY",8812
"28453","Female","55-64","Non-Hispanic White","Other",24,"NY",10843
"28454","Female","55-64","Non-Hispanic White","Other",25,"NY",10012
"28455","Female","55-64","Non-Hispanic White","Other",26,"NY",6108
"28456","Female","55-64","Non-Hispanic White","Other",27,"NY",10907
"28457","Female","55-64","Non-Hispanic White","Other",NA,"NY",23
"28458","Female","55-64","Non-Hispanic White","Republican",1,"NY",12708
"28459","Female","55-64","Non-Hispanic White","Republican",2,"NY",12825
"28460","Female","55-64","Non-Hispanic White","Republican",3,"NY",10425
"28461","Female","55-64","Non-Hispanic White","Republican",4,"NY",12749
"28462","Female","55-64","Non-Hispanic White","Republican",5,"NY",1622
"28463","Female","55-64","Non-Hispanic White","Republican",6,"NY",2221
"28464","Female","55-64","Non-Hispanic White","Republican",7,"NY",640
"28465","Female","55-64","Non-Hispanic White","Republican",8,"NY",1355
"28466","Female","55-64","Non-Hispanic White","Republican",9,"NY",1012
"28467","Female","55-64","Non-Hispanic White","Republican",10,"NY",1656
"28468","Female","55-64","Non-Hispanic White","Republican",11,"NY",7017
"28469","Female","55-64","Non-Hispanic White","Republican",12,"NY",2716
"28470","Female","55-64","Non-Hispanic White","Republican",13,"NY",520
"28471","Female","55-64","Non-Hispanic White","Republican",14,"NY",1465
"28472","Female","55-64","Non-Hispanic White","Republican",15,"NY",391
"28473","Female","55-64","Non-Hispanic White","Republican",16,"NY",3993
"28474","Female","55-64","Non-Hispanic White","Republican",17,"NY",7082
"28475","Female","55-64","Non-Hispanic White","Republican",18,"NY",10958
"28476","Female","55-64","Non-Hispanic White","Republican",19,"NY",11983
"28477","Female","55-64","Non-Hispanic White","Republican",20,"NY",9222
"28478","Female","55-64","Non-Hispanic White","Republican",21,"NY",15363
"28479","Female","55-64","Non-Hispanic White","Republican",22,"NY",14004
"28480","Female","55-64","Non-Hispanic White","Republican",23,"NY",14195
"28481","Female","55-64","Non-Hispanic White","Republican",24,"NY",12431
"28482","Female","55-64","Non-Hispanic White","Republican",25,"NY",10265
"28483","Female","55-64","Non-Hispanic White","Republican",26,"NY",7288
"28484","Female","55-64","Non-Hispanic White","Republican",27,"NY",15970
"28485","Female","55-64","Non-Hispanic White","Republican",NA,"NY",23
"28486","Female","55-64","Other","Democratic",1,"NY",3741
"28487","Female","55-64","Other","Democratic",2,"NY",4701
"28488","Female","55-64","Other","Democratic",3,"NY",8400
"28489","Female","55-64","Other","Democratic",4,"NY",6948
"28490","Female","55-64","Other","Democratic",5,"NY",8379
"28491","Female","55-64","Other","Democratic",6,"NY",12667
"28492","Female","55-64","Other","Democratic",7,"NY",14819
"28493","Female","55-64","Other","Democratic",8,"NY",7220
"28494","Female","55-64","Other","Democratic",9,"NY",6803
"28495","Female","55-64","Other","Democratic",10,"NY",9744
"28496","Female","55-64","Other","Democratic",11,"NY",7639
"28497","Female","55-64","Other","Democratic",12,"NY",8716
"28498","Female","55-64","Other","Democratic",13,"NY",18160
"28499","Female","55-64","Other","Democratic",14,"NY",12173
"28500","Female","55-64","Other","Democratic",15,"NY",17356
"28501","Female","55-64","Other","Democratic",16,"NY",8130
"28502","Female","55-64","Other","Democratic",17,"NY",7244
"28503","Female","55-64","Other","Democratic",18,"NY",4389
"28504","Female","55-64","Other","Democratic",19,"NY",3163
"28505","Female","55-64","Other","Democratic",20,"NY",3411
"28506","Female","55-64","Other","Democratic",21,"NY",1652
"28507","Female","55-64","Other","Democratic",22,"NY",2352
"28508","Female","55-64","Other","Democratic",23,"NY",2104
"28509","Female","55-64","Other","Democratic",24,"NY",2195
"28510","Female","55-64","Other","Democratic",25,"NY",3217
"28511","Female","55-64","Other","Democratic",26,"NY",4093
"28512","Female","55-64","Other","Democratic",27,"NY",2407
"28513","Female","55-64","Other","Democratic",NA,"NY",35
"28514","Female","55-64","Other","Other",1,"NY",2963
"28515","Female","55-64","Other","Other",2,"NY",2824
"28516","Female","55-64","Other","Other",3,"NY",4869
"28517","Female","55-64","Other","Other",4,"NY",3463
"28518","Female","55-64","Other","Other",5,"NY",2428
"28519","Female","55-64","Other","Other",6,"NY",5483
"28520","Female","55-64","Other","Other",7,"NY",3103
"28521","Female","55-64","Other","Other",8,"NY",2066
"28522","Female","55-64","Other","Other",9,"NY",2173
"28523","Female","55-64","Other","Other",10,"NY",3183
"28524","Female","55-64","Other","Other",11,"NY",3839
"28525","Female","55-64","Other","Other",12,"NY",2574
"28526","Female","55-64","Other","Other",13,"NY",2373
"28527","Female","55-64","Other","Other",14,"NY",3171
"28528","Female","55-64","Other","Other",15,"NY",2288
"28529","Female","55-64","Other","Other",16,"NY",2481
"28530","Female","55-64","Other","Other",17,"NY",3467
"28531","Female","55-64","Other","Other",18,"NY",2699
"28532","Female","55-64","Other","Other",19,"NY",2423
"28533","Female","55-64","Other","Other",20,"NY",2150
"28534","Female","55-64","Other","Other",21,"NY",1207
"28535","Female","55-64","Other","Other",22,"NY",1503
"28536","Female","55-64","Other","Other",23,"NY",1348
"28537","Female","55-64","Other","Other",24,"NY",1866
"28538","Female","55-64","Other","Other",25,"NY",2193
"28539","Female","55-64","Other","Other",26,"NY",1539
"28540","Female","55-64","Other","Other",27,"NY",1726
"28541","Female","55-64","Other","Other",NA,"NY",15
"28542","Female","55-64","Other","Republican",1,"NY",2737
"28543","Female","55-64","Other","Republican",2,"NY",2847
"28544","Female","55-64","Other","Republican",3,"NY",3741
"28545","Female","55-64","Other","Republican",4,"NY",3719
"28546","Female","55-64","Other","Republican",5,"NY",1294
"28547","Female","55-64","Other","Republican",6,"NY",2529
"28548","Female","55-64","Other","Republican",7,"NY",1088
"28549","Female","55-64","Other","Republican",8,"NY",1297
"28550","Female","55-64","Other","Republican",9,"NY",1129
"28551","Female","55-64","Other","Republican",10,"NY",1355
"28552","Female","55-64","Other","Republican",11,"NY",2940
"28553","Female","55-64","Other","Republican",12,"NY",1395
"28554","Female","55-64","Other","Republican",13,"NY",844
"28555","Female","55-64","Other","Republican",14,"NY",1363
"28556","Female","55-64","Other","Republican",15,"NY",797
"28557","Female","55-64","Other","Republican",16,"NY",1486
"28558","Female","55-64","Other","Republican",17,"NY",2267
"28559","Female","55-64","Other","Republican",18,"NY",2454
"28560","Female","55-64","Other","Republican",19,"NY",2010
"28561","Female","55-64","Other","Republican",20,"NY",1569
"28562","Female","55-64","Other","Republican",21,"NY",1881
"28563","Female","55-64","Other","Republican",22,"NY",2140
"28564","Female","55-64","Other","Republican",23,"NY",1612
"28565","Female","55-64","Other","Republican",24,"NY",1734
"28566","Female","55-64","Other","Republican",25,"NY",1773
"28567","Female","55-64","Other","Republican",26,"NY",1371
"28568","Female","55-64","Other","Republican",27,"NY",2336
"28569","Female","55-64","Other","Republican",NA,"NY",7
"28570","Female","<25","Black","Democratic",1,"NY",376
"28571","Female","<25","Black","Democratic",2,"NY",1084
"28572","Female","<25","Black","Democratic",3,"NY",250
"28573","Female","<25","Black","Democratic",4,"NY",1993
"28574","Female","<25","Black","Democratic",5,"NY",6727
"28575","Female","<25","Black","Democratic",6,"NY",245
"28576","Female","<25","Black","Democratic",7,"NY",881
"28577","Female","<25","Black","Democratic",8,"NY",7414
"28578","Female","<25","Black","Democratic",9,"NY",5952
"28579","Female","<25","Black","Democratic",10,"NY",289
"28580","Female","<25","Black","Democratic",11,"NY",995
"28581","Female","<25","Black","Democratic",12,"NY",403
"28582","Female","<25","Black","Democratic",13,"NY",3589
"28583","Female","<25","Black","Democratic",14,"NY",827
"28584","Female","<25","Black","Democratic",15,"NY",3836
"28585","Female","<25","Black","Democratic",16,"NY",3685
"28586","Female","<25","Black","Democratic",17,"NY",1064
"28587","Female","<25","Black","Democratic",18,"NY",881
"28588","Female","<25","Black","Democratic",19,"NY",268
"28589","Female","<25","Black","Democratic",20,"NY",950
"28590","Female","<25","Black","Democratic",21,"NY",76
"28591","Female","<25","Black","Democratic",22,"NY",324
"28592","Female","<25","Black","Democratic",23,"NY",149
"28593","Female","<25","Black","Democratic",24,"NY",1079
"28594","Female","<25","Black","Democratic",25,"NY",2095
"28595","Female","<25","Black","Democratic",26,"NY",3149
"28596","Female","<25","Black","Democratic",27,"NY",71
"28597","Female","<25","Black","Democratic",NA,"NY",10
"28598","Female","<25","Black","Other",1,"NY",128
"28599","Female","<25","Black","Other",2,"NY",396
"28600","Female","<25","Black","Other",3,"NY",60
"28601","Female","<25","Black","Other",4,"NY",634
"28602","Female","<25","Black","Other",5,"NY",1721
"28603","Female","<25","Black","Other",6,"NY",20
"28604","Female","<25","Black","Other",7,"NY",110
"28605","Female","<25","Black","Other",8,"NY",1613
"28606","Female","<25","Black","Other",9,"NY",1584
"28607","Female","<25","Black","Other",10,"NY",43
"28608","Female","<25","Black","Other",11,"NY",196
"28609","Female","<25","Black","Other",12,"NY",60
"28610","Female","<25","Black","Other",13,"NY",582
"28611","Female","<25","Black","Other",14,"NY",135
"28612","Female","<25","Black","Other",15,"NY",554
"28613","Female","<25","Black","Other",16,"NY",828
"28614","Female","<25","Black","Other",17,"NY",268
"28615","Female","<25","Black","Other",18,"NY",191
"28616","Female","<25","Black","Other",19,"NY",43
"28617","Female","<25","Black","Other",20,"NY",266
"28618","Female","<25","Black","Other",21,"NY",18
"28619","Female","<25","Black","Other",22,"NY",77
"28620","Female","<25","Black","Other",23,"NY",38
"28621","Female","<25","Black","Other",24,"NY",331
"28622","Female","<25","Black","Other",25,"NY",508
"28623","Female","<25","Black","Other",26,"NY",833
"28624","Female","<25","Black","Other",27,"NY",16
"28625","Female","<25","Black","Other",NA,"NY",2
"28626","Female","<25","Black","Republican",1,"NY",4
"28627","Female","<25","Black","Republican",2,"NY",15
"28628","Female","<25","Black","Republican",3,"NY",3
"28629","Female","<25","Black","Republican",4,"NY",34
"28630","Female","<25","Black","Republican",5,"NY",67
"28631","Female","<25","Black","Republican",7,"NY",6
"28632","Female","<25","Black","Republican",8,"NY",76
"28633","Female","<25","Black","Republican",9,"NY",80
"28634","Female","<25","Black","Republican",11,"NY",8
"28635","Female","<25","Black","Republican",12,"NY",3
"28636","Female","<25","Black","Republican",13,"NY",28
"28637","Female","<25","Black","Republican",14,"NY",3
"28638","Female","<25","Black","Republican",15,"NY",22
"28639","Female","<25","Black","Republican",16,"NY",17
"28640","Female","<25","Black","Republican",17,"NY",8
"28641","Female","<25","Black","Republican",18,"NY",6
"28642","Female","<25","Black","Republican",19,"NY",1
"28643","Female","<25","Black","Republican",20,"NY",10
"28644","Female","<25","Black","Republican",22,"NY",6
"28645","Female","<25","Black","Republican",23,"NY",6
"28646","Female","<25","Black","Republican",24,"NY",15
"28647","Female","<25","Black","Republican",25,"NY",26
"28648","Female","<25","Black","Republican",26,"NY",61
"28649","Female","<25","Black","Republican",27,"NY",7
"28650","Female","<25","Non-Hispanic White","Democratic",1,"NY",3858
"28651","Female","<25","Non-Hispanic White","Democratic",2,"NY",3373
"28652","Female","<25","Non-Hispanic White","Democratic",3,"NY",3720
"28653","Female","<25","Non-Hispanic White","Democratic",4,"NY",3289
"28654","Female","<25","Non-Hispanic White","Democratic",5,"NY",1088
"28655","Female","<25","Non-Hispanic White","Democratic",6,"NY",1351
"28656","Female","<25","Non-Hispanic White","Democratic",7,"NY",2087
"28657","Female","<25","Non-Hispanic White","Democratic",8,"NY",1396
"28658","Female","<25","Non-Hispanic White","Democratic",9,"NY",1415
"28659","Female","<25","Non-Hispanic White","Democratic",10,"NY",3040
