"","metro_status","weight_w","vote_choice","likely_voter","sex","age","race","income","party","census_region"
"4671","Metropolitan",0.2565644454,"Unsure/Other",0,"Female","18-29","Other","$30k-$50k","Other","Northeast"
"4672","Metropolitan",3.2340946993,"Unsure/Other",0,"Male","18-29","Black","less than $30k","Other","Northeast"
"4673","Metropolitan",1.4294713432,"Unsure/Other",1,"Female","30-49","Other","$75k-$100k","Democratic","Northeast"
"4674","Metropolitan",0.1661835673,"Democrat",1,"Female","30-49","Non-Hispanic White","$100k-$150k","Democratic","Northeast"
"4675","Metropolitan",1.5180488243,"Unsure/Other",1,"Male","30-49","Other","$75k-$100k","Democratic","Northeast"
"4676","Metropolitan",0.4143294512,"Unsure/Other",1,"Female","30-49","Non-Hispanic White","$150k or more","Democratic","Northeast"
"4677","Metropolitan",0.3444954917,"Democrat",1,"Female","18-29","Other","$50k-$75k","Other","Northeast"
"4678","Metropolitan",2.1719104342,"Unsure/Other",1,"Female","30-49","Non-Hispanic White","$75k-$100k","Other","Northeast"
"4679","Metropolitan",0.3673365449,"Democrat",1,"Female","30-49","Non-Hispanic White","$50k-$75k","Other","Northeast"
"4680","Metropolitan",4.1050222372,"Democrat",0,"Male","30-49","Other","$150k or more","Other","Northeast"
"4681","Metropolitan",1.3150755021,"Democrat",1,"Male","30-49","Other","less than $30k","Democratic","Northeast"
"4682","Metropolitan",1.1787517936,"Democrat",1,"Male","30-49","Black","$100k-$150k","Democratic","Northeast"
"4683","Metropolitan",1.3922397479,"Unsure/Other",0,"Female","18-29","Other","$50k-$75k","Other","Northeast"
"4684","Metropolitan",0.3826221508,"Democrat",1,"Male","50-64","Non-Hispanic White","$30k-$50k","Other","Northeast"
"4685","Metropolitan",0.4143294512,"Democrat",1,"Female","30-49","Non-Hispanic White","$150k or more","Democratic","Northeast"
"4686","Metropolitan",3.2947198842,"Democrat",1,"Male","18-29","Other","less than $30k","Democratic","Northeast"
"4687","Metropolitan",0.3127094505,"Democrat",1,"Male","30-49","Non-Hispanic White","$150k or more","Democratic","Northeast"
"4688","Metropolitan",1.7122824096,"Unsure/Other",1,"Female","30-49","Other","less than $30k","Other","Northeast"
"4689","Metropolitan",2.9225719913,"Democrat",1,"Female","18-29","Other","less than $30k","Other","Northeast"
"4690","Metropolitan",2.0289927874,"Republican",1,"Female","18-29","Other","less than $30k","Republican","Northeast"
"4691","Metropolitan",0.9813148149,"Democrat",1,"Female","18-29","Other","$50k-$75k","Democratic","Northeast"
"4692","Metropolitan",0.1107007661,"Democrat",1,"Female","50-64","Other","$30k-$50k","Democratic","Northeast"
"4693","Metropolitan",0.332367135,"Democrat",1,"Female","30-49","Non-Hispanic White","$75k-$100k","Democratic","Northeast"
"4694","Metropolitan",1.0280310434,"Democrat",1,"Female","50-64","Other","$150k or more","Democratic","Northeast"
"4695","Metropolitan",0.5545965237,"Unsure/Other",1,"Female","30-49","Other","$50k-$75k","Republican","Northeast"
"4696","Metropolitan",0.7376097859,"Democrat",1,"Female","18-29","Other","$50k-$75k","Democratic","Northeast"
"4697","Metropolitan",6.660634956,"Democrat",0,"Female","18-29","Other","$75k-$100k","Democratic","Northeast"
"4698","Metropolitan",0.3024132213,"Unsure/Other",1,"Female","65+","Other","$30k-$50k","Democratic","Northeast"
"4699","Metropolitan",0.3553245783,"Democrat",1,"Male","65+","Non-Hispanic White","$150k or more","Other","Northeast"
"4700","Metropolitan",0.2848611549,"Republican",1,"Male","65+","Non-Hispanic White","$30k-$50k","Republican","Northeast"
"4701","Metropolitan",2.578284852,"Democrat",0,"Male","18-29","Non-Hispanic White","$50k-$75k","Other","Northeast"
"4702","Metropolitan",0.5705163813,"Democrat",1,"Male","30-49","Other","$100k-$150k","Democratic","Northeast"
"4703","Metropolitan",0.4143294512,"Democrat",1,"Female","30-49","Non-Hispanic White","$75k-$100k","Democratic","Northeast"
"4704","Metropolitan",2.7077531373,"Republican",1,"Female","50-64","Other","$50k-$75k","Other","Northeast"
"4705","Metropolitan",0.6032281019,"Democrat",0,"Female","18-29","Other","less than $30k","Democratic","Northeast"
"4706","Metropolitan",0.6299902931,"Unsure/Other",1,"Female","18-29","Black","less than $30k","Democratic","Northeast"
"4707","Metropolitan",0.3328705675,"Republican",1,"Female","50-64","Non-Hispanic White","$100k-$150k","Other","Northeast"
"4708","Metropolitan",0.2064954632,"Republican",1,"Male","30-49","Non-Hispanic White","$75k-$100k","Republican","Northeast"
"4709","Metropolitan",2.4737230574,"Unsure/Other",0,"Male","18-29","Black","$50k-$75k","Other","Northeast"
"4710","Metropolitan",1.937772364,"Democrat",0,"Male","50-64","Other","less than $30k","Other","Northeast"
"4711","Metropolitan",0.3308448212,"Democrat",1,"Male","30-49","Other","$100k-$150k","Democratic","Northeast"
"4712","Metropolitan",0.1882226601,"Unsure/Other",1,"Female","30-49","Other","$30k-$50k","Other","Northeast"
"4713","Metropolitan",0.6617623287,"Democrat",1,"Female","65+","Non-Hispanic White","$30k-$50k","Other","South"
"4714","Metropolitan",0.3307479816,"Unsure/Other",0,"Male","30-49","Non-Hispanic White","$50k-$75k","Other","South"
"4715","Metropolitan",0.5003758515,"Unsure/Other",1,"Female","30-49","Other","$75k-$100k","Democratic","South"
"4716","Metropolitan",7.6201779583,"Democrat",1,"Male","18-29","Other","$75k-$100k","Democratic","South"
"4717","Metropolitan",0.5674582758,"Democrat",1,"Male","30-49","Other","$150k or more","Other","South"
"4718","Metropolitan",1.0341249163,"Unsure/Other",1,"Female","18-29","Black","less than $30k","Democratic","South"
"4719","Metropolitan",0.1132168646,"Democrat",1,"Male","50-64","Other","$150k or more","Democratic","South"
"4720","Metropolitan",0.2638386609,"Democrat",1,"Male","30-49","Non-Hispanic White","$100k-$150k","Democratic","South"
"4721","Metropolitan",0.3295399514,"Democrat",1,"Male","30-49","Non-Hispanic White","$100k-$150k","Democratic","South"
"4722","Metropolitan",0.3456175976,"Republican",1,"Male","30-49","Other","$100k-$150k","Republican","South"
"4723","Metropolitan",0.5458929983,"Unsure/Other",0,"Male","30-49","Other","$75k-$100k","Other","South"
"4724","Metropolitan",0.4100128265,"Democrat",1,"Female","50-64","Other","$75k-$100k","Democratic","South"
"4725","Metropolitan",1.5742701009,"Democrat",1,"Male","30-49","Other","$100k-$150k","Other","South"
"4726","Metropolitan",0.885894603,"Unsure/Other",0,"Female","30-49","Non-Hispanic White","$30k-$50k","Other","South"
"4727","Metropolitan",1.8015683692,"Democrat",1,"Female","30-49","Black","$50k-$75k","Other","South"
"4728","Metropolitan",0.1498126363,"Democrat",1,"Male","50-64","Other","$100k-$150k","Other","South"
"4729","Metropolitan",1.6596374152,"Republican",1,"Female","30-49","Other","$100k-$150k","Other","South"
"4730","Metropolitan",0.3116127251,"Democrat",1,"Male","30-49","Other","$100k-$150k","Other","South"
"4731","Metropolitan",2.0476133768,"Democrat",1,"Female","18-29","Other","$150k or more","Democratic","South"
"4732","Metropolitan",0.2283828827,"Democrat",1,"Female","65+","Other","$30k-$50k","Democratic","South"
"4733","Non-metropolitan",0.9163691978,"Unsure/Other",0,"Female","18-29","Non-Hispanic White","$100k-$150k","Other","South"
"4734","Metropolitan",4.8931878637,"Democrat",0,"Male","18-29","Other","less than $30k","Democratic","South"
"4735","Metropolitan",2.2500494463,"Democrat",1,"Female","18-29","Other","$30k-$50k","Democratic","South"
"4736","Metropolitan",2.2375452961,"Unsure/Other",0,"Male","18-29","Black","$30k-$50k","Democratic","South"
"4737","Metropolitan",0.3554700154,"Democrat",1,"Male","30-49","Non-Hispanic White","less than $30k","Other","South"
"4738","Non-metropolitan",0.1870583312,"Democrat",1,"Female","65+","Non-Hispanic White","$50k-$75k","Democratic","South"
"4739","Metropolitan",1.6396276142,"Unsure/Other",1,"Male","18-29","Other","less than $30k","Other","South"
"4740","Metropolitan",7.6201779583,"Unsure/Other",0,"Male","30-49","Other","$75k-$100k","Other","South"
"4741","Metropolitan",0.528562882,"Democrat",0,"Male","30-49","Other","$100k-$150k","Democratic","South"
"4742","Metropolitan",0.3642547689,"Republican",1,"Female","30-49","Non-Hispanic White","$75k-$100k","Other","South"
"4743","Metropolitan",2.0934873975,"Unsure/Other",0,"Male","30-49","Other","$50k-$75k","Other","South"
"4744","Metropolitan",2.6903965193,"Unsure/Other",0,"Female","30-49","Other","less than $30k","Other","South"
"4745","Metropolitan",0.1920160134,"Democrat",1,"Female","30-49","Non-Hispanic White","$50k-$75k","Democratic","South"
"4746","Non-metropolitan",7.6201779583,"Unsure/Other",1,"Male","18-29","Other","$75k-$100k","Democratic","South"
"4747","Non-metropolitan",2.7122296464,"Unsure/Other",0,"Female","18-29","Other","less than $30k","Other","South"
"4748","Metropolitan",1.3352079261,"Democrat",1,"Female","30-49","Black","$50k-$75k","Other","South"
"4749","Non-metropolitan",1.713479709,"Democrat",1,"Female","30-49","Other","less than $30k","Democratic","South"
"4750","Metropolitan",0.6077643416,"Republican",1,"Male","18-29","Non-Hispanic White","$30k-$50k","Republican","South"
"4751","Metropolitan",0.8455845086,"Democrat",1,"Male","65+","Other","$100k-$150k","Other","South"
"4752","Metropolitan",0.41654537,"Republican",1,"Male","65+","Other","$75k-$100k","Republican","South"
"4753","Metropolitan",0.5681105091,"Unsure/Other",1,"Male","18-29","Non-Hispanic White","$75k-$100k","Other","South"
"4754","Metropolitan",3.0273375566,"Unsure/Other",1,"Female","30-49","Other","less than $30k","Republican","South"
"4755","Metropolitan",0.379138141,"Democrat",1,"Male","30-49","Black","$50k-$75k","Other","South"
"4756","Metropolitan",2.2621036414,"Republican",0,"Male","30-49","Non-Hispanic White","less than $30k","Republican","South"
"4757","Metropolitan",0.1209542848,"Unsure/Other",1,"Female","50-64","Other","$30k-$50k","Democratic","South"
"4758","Metropolitan",0.4245818418,"Republican",1,"Female","18-29","Non-Hispanic White","$75k-$100k","Republican","South"
"4759","Metropolitan",0.2501638301,"Democrat",1,"Female","30-49","Non-Hispanic White","$100k-$150k","Democratic","South"
"4760","Metropolitan",0.8332529245,"Republican",1,"Male","65+","Non-Hispanic White","$100k-$150k","Republican","South"
"4761","Metropolitan",0.3043597775,"Democrat",1,"Female","50-64","Other","$30k-$50k","Democratic","South"
"4762","Metropolitan",0.1143880319,"Democrat",1,"Male","65+","Non-Hispanic White","$75k-$100k","Democratic","South"
"4763","Metropolitan",0.2501321745,"Republican",1,"Female","50-64","Non-Hispanic White","$50k-$75k","Republican","South"
"4764","Metropolitan",0.4636168895,"Democrat",1,"Female","30-49","Other","$50k-$75k","Democratic","South"
"4765","Metropolitan",0.541243274,"Democrat",1,"Female","50-64","Other","less than $30k","Democratic","South"
"4766","Metropolitan",0.7207949869,"Democrat",1,"Female","50-64","Non-Hispanic White","less than $30k","Democratic","South"
"4767","Metropolitan",1.2251211674,"Democrat",1,"Female","50-64","Other","$150k or more","Other","South"
"4768","Metropolitan",0.8346984827,"Democrat",0,"Male","65+","Other","$30k-$50k","Democratic","South"
"4769","Metropolitan",0.890555471,"Democrat",1,"Male","65+","Other","$30k-$50k","Democratic","South"
"4770","Metropolitan",0.7355752907,"Democrat",1,"Female","18-29","Non-Hispanic White","$50k-$75k","Democratic","South"
"4771","Metropolitan",1.1126397531,"Democrat",0,"Male","30-49","Non-Hispanic White","less than $30k","Democratic","South"
"4772","Metropolitan",0.537471413,"Democrat",1,"Female","18-29","Other","$150k or more","Democratic","South"
"4773","Metropolitan",0.3359530955,"Unsure/Other",1,"Female","50-64","Other","less than $30k","Other","South"
"4774","Metropolitan",0.5052874861,"Unsure/Other",1,"Female","50-64","Other","$30k-$50k","Democratic","South"
"4775","Metropolitan",0.4250054324,"Unsure/Other",1,"Female","30-49","Other","less than $30k","Other","South"
"4776","Metropolitan",3.3519198406,"Democrat",1,"Male","50-64","Other","$100k-$150k","Democratic","South"
"4777","Metropolitan",1.8308869796,"Democrat",1,"Female","18-29","Other","$30k-$50k","Other","South"
"4778","Metropolitan",1.8431306881,"Republican",1,"Male","50-64","Other","$100k-$150k","Republican","South"
"4779","Metropolitan",2.5217452768,"Democrat",0,"Female","50-64","Other","$30k-$50k","Democratic","South"
"4780","Metropolitan",0.5175908742,"Republican",0,"Female","65+","Other","$50k-$75k","Republican","South"
"4781","Metropolitan",1.1904864967,"Unsure/Other",1,"Male","50-64","Other","less than $30k","Other","South"
"4782","Metropolitan",0.7177342647,"Democrat",1,"Female","30-49","Other","$100k-$150k","Democratic","South"
"4783","Metropolitan",0.3159349227,"Democrat",0,"Female","18-29","Non-Hispanic White","$30k-$50k","Democratic","South"
"4784","Metropolitan",0.3039688759,"Democrat",1,"Female","18-29","Black","$30k-$50k","Democratic","South"
"4785","Metropolitan",0.2763291008,"Republican",1,"Male","30-49","Other","$150k or more","Republican","South"
"4786","Metropolitan",0.851372817,"Republican",1,"Female","18-29","Other","less than $30k","Other","South"
"4787","Metropolitan",0.2498434828,"Republican",1,"Male","30-49","Other","$75k-$100k","Other","South"
"4788","Metropolitan",0.6303606582,"Republican",1,"Male","30-49","Other","$50k-$75k","Republican","South"
"4789","Metropolitan",0.2969614701,"Democrat",1,"Male","30-49","Other","$50k-$75k","Democratic","South"
"4790","Metropolitan",0.552836922,"Unsure/Other",0,"Female","30-49","Other","$30k-$50k","Democratic","South"
"4791","Metropolitan",0.4458872541,"Unsure/Other",0,"Female","18-29","Other","less than $30k","Republican","South"
"4792","Metropolitan",0.2641240947,"Democrat",1,"Female","30-49","Black","less than $30k","Democratic","South"
"4793","Metropolitan",0.4436890186,"Democrat",1,"Female","65+","Other","less than $30k","Democratic","South"
"4794","Metropolitan",0.3187640903,"Unsure/Other",0,"Male","50-64","Other","less than $30k","Other","South"
"4795","Metropolitan",0.8601406023,"Republican",1,"Female","50-64","Non-Hispanic White","less than $30k","Other","South"
"4796","Metropolitan",0.2032071524,"Democrat",1,"Female","65+","Non-Hispanic White","$30k-$50k","Other","South"
"4797","Metropolitan",1.0314676569,"Republican",1,"Female","30-49","Non-Hispanic White","$75k-$100k","Republican","South"
"4798","Metropolitan",0.7355752907,"Democrat",1,"Female","30-49","Non-Hispanic White","$30k-$50k","Democratic","South"
"4799","Metropolitan",0.4806827845,"Unsure/Other",1,"Female","18-29","Non-Hispanic White","$30k-$50k","Democratic","South"
"4800","Metropolitan",2.2958781699,"Republican",1,"Male","18-29","Other","less than $30k","Republican","South"
"4801","Metropolitan",0.203567853,"Unsure/Other",0,"Female","30-49","Non-Hispanic White","$100k-$150k","Other","South"
"4802","Metropolitan",0.2620068871,"Unsure/Other",1,"Female","30-49","Other","$50k-$75k","Republican","South"
"4803","Non-metropolitan",1.2759631917,"Unsure/Other",1,"Female","18-29","Non-Hispanic White","$50k-$75k","Democratic","South"
"4804","Metropolitan",0.1526221472,"Democrat",1,"Female","30-49","Non-Hispanic White","$50k-$75k","Democratic","South"
"4805","Metropolitan",1.1603079383,"Democrat",1,"Male","50-64","Other","$30k-$50k","Democratic","South"
"4806","Metropolitan",7.6201779583,"Unsure/Other",0,"Male","18-29","Other","less than $30k","Republican","South"
"4807","Metropolitan",0.7827366341,"Republican",1,"Male","30-49","Other","$75k-$100k","Republican","South"
"4808","Non-metropolitan",0.561406569,"Unsure/Other",1,"Male","18-29","Other","less than $30k","Democratic","South"
"4809","Metropolitan",0.536024256,"Democrat",1,"Female","30-49","Non-Hispanic White","$100k-$150k","Democratic","North Central"
"4810","Metropolitan",0.1568858765,"Democrat",1,"Female","30-49","Non-Hispanic White","$50k-$75k","Other","North Central"
"4811","Metropolitan",1.5697495111,"Unsure/Other",0,"Male","30-49","Other","$50k-$75k","Republican","North Central"
"4812","Metropolitan",0.3770452055,"Democrat",1,"Female","18-29","Non-Hispanic White","$30k-$50k","Democratic","North Central"
"4813","Metropolitan",0.4346985364,"Democrat",1,"Female","18-29","Other","less than $30k","Democratic","North Central"
"4814","Metropolitan",0.3674804358,"Democrat",1,"Female","30-49","Other","less than $30k","Democratic","North Central"
"4815","Metropolitan",0.5128416107,"Republican",1,"Male","50-64","Non-Hispanic White","$150k or more","Other","North Central"
"4816","Non-metropolitan",0.7319798635,"Democrat",1,"Female","18-29","Non-Hispanic White","$30k-$50k","Democratic","North Central"
